Rule,B_min,B_max,S_min,S_max,Died,Exploded,Chaos,Unique_Gliders,Unique_Oscillators_Total,P1_Count,P2_Count,P3_Count,P4_Count,P5_Count,P6_Count,P7_Count,P8_Count,P9_Count,P10_Count
B10-16/S2-13,10,16,2,13,303,0,0,0,1320,560,760,0,0,0,0,0,0,0,0
B12-13/S2-15,12,13,2,15,291,0,0,0,1320,876,444,0,0,0,0,0,0,0,0
B12-14/S2-12,12,14,2,12,307,0,0,0,1320,802,513,2,0,0,3,0,0,0,0
B13-14/S2-8,13,14,2,8,282,0,0,0,1320,852,455,6,1,0,6,0,0,0,0
B13-14/S2-16,13,14,2,16,277,0,0,0,1320,941,379,0,0,0,0,0,0,0,0
B13-15/S1-5,13,15,1,5,233,0,0,0,1320,884,436,0,0,0,0,0,0,0,0
B14-15/S2-9,14,15,2,9,268,0,0,0,1320,850,461,0,9,0,0,0,0,0,0
B7-15/S1-14,7,15,1,14,222,0,0,0,1319,738,581,0,0,0,0,0,0,0,0
B8-11/S1-10,8,11,1,10,219,0,0,0,1319,781,471,0,66,0,0,0,1,0,0
B8-14/S0-1,8,14,0,1,57,0,0,0,1319,581,738,0,0,0,0,0,0,0,0
B10-13/S2-13,10,13,2,13,280,0,0,0,1319,788,531,0,0,0,0,0,0,0,0
B11-12/S2-12,11,12,2,12,288,0,0,0,1319,837,479,1,2,0,0,0,0,0,0
B11-13/S2-9,11,13,2,9,287,0,0,0,1319,646,651,7,9,0,6,0,0,0,0
B11-13/S2-12,11,13,2,12,300,0,0,0,1319,842,474,1,2,0,0,0,0,0,0
B12/S2-7,12,12,2,7,269,0,0,0,1319,675,596,7,39,0,2,0,0,0,0
B13-14/S2-10,13,14,2,10,292,0,0,0,1319,853,454,9,0,0,3,0,0,0,0
B7/S2-12,7,7,2,12,278,0,0,0,1318,1016,302,0,0,0,0,0,0,0,0
B7-9/S1-11,7,9,1,11,217,0,0,0,1318,995,323,0,0,0,0,0,0,0,0
B7-9/S1-12,7,9,1,12,207,0,0,0,1318,1182,136,0,0,0,0,0,0,0,0
B7-11/S1-5,7,11,1,5,259,0,8,0,1318,291,759,19,190,0,43,0,4,0,2
B8-10/S1-5,8,10,1,5,226,0,0,0,1318,499,607,86,29,18,57,0,3,0,14
B8-11/S1-9,8,11,1,9,230,0,0,0,1318,503,729,1,79,0,5,0,0,0,0
B9-12/S1-6,9,12,1,6,240,0,0,0,1318,869,315,79,32,3,19,0,0,0,0
B10-11/S1-5,10,11,1,5,218,0,0,0,1318,828,465,17,2,0,5,0,0,0,0
B10-16/S2-8,10,16,2,8,289,0,0,0,1318,443,667,90,35,0,75,0,4,1,0
B12/S2-6,12,12,2,6,280,0,0,0,1318,806,468,19,22,0,1,0,0,0,0
B12/S2-10,12,12,2,10,267,0,0,0,1318,715,506,63,8,1,24,0,1,0,0
B12/S2-12,12,12,2,12,292,0,0,0,1318,863,451,3,0,0,1,0,0,0,0
B13/S2-15,13,13,2,15,277,0,0,0,1318,915,403,0,0,0,0,0,0,0,0
B13-14/S2-9,13,14,2,9,274,0,0,0,1318,803,507,2,4,0,2,0,0,0,0
B14-15/S2-14,14,15,2,14,303,0,0,0,1318,886,432,0,0,0,0,0,0,0,0
B9/S2-7,9,9,2,7,301,0,0,0,1317,650,604,1,44,1,17,0,0,0,0
B9-12/S2-9,9,12,2,9,276,0,0,0,1317,397,863,1,49,3,3,0,0,0,1
B9-13/S2-10,9,13,2,10,258,0,0,0,1317,509,784,1,23,0,0,0,0,0,0
B9-14/S2-9,9,14,2,9,296,0,0,0,1317,401,893,1,22,0,0,0,0,0,0
B10/S2-8,10,10,2,8,277,0,0,0,1317,434,626,109,36,3,91,2,1,1,5
B10-15/S2-16,10,15,2,16,297,0,0,0,1317,933,384,0,0,0,0,0,0,0,0
B11-16/S2-8,11,16,2,8,268,0,0,0,1317,743,517,31,12,0,14,0,0,0,0
B12-15/S2-12,12,15,2,12,294,0,0,0,1317,773,538,1,1,0,4,0,0,0,0
B13-16/S2-15,13,16,2,15,298,0,0,0,1317,875,442,0,0,0,0,0,0,0,0
B15-16/S2-9,15,16,2,9,278,0,0,0,1317,813,495,0,9,0,0,0,0,0,0
B7/S2-16,7,7,2,16,286,0,0,0,1316,1032,284,0,0,0,0,0,0,0,0
B7-10/S1-9,7,10,1,9,238,0,0,0,1316,554,712,0,50,0,0,0,0,0,0
B7-10/S1-12,7,10,1,12,209,0,0,0,1316,1189,127,0,0,0,0,0,0,0,0
B8-9/S1-15,8,9,1,15,225,0,0,0,1316,995,321,0,0,0,0,0,0,0,0
B9/S2-8,9,9,2,8,257,0,0,0,1316,856,438,3,19,0,0,0,0,0,0
B9/S2-12,9,9,2,12,288,0,0,0,1316,950,366,0,0,0,0,0,0,0,0
B9-16/S2-10,9,16,2,10,303,0,0,0,1316,478,828,0,9,0,1,0,0,0,0
B10-13/S2-16,10,13,2,16,313,0,0,0,1316,904,412,0,0,0,0,0,0,0,0
B10-16/S2-10,10,16,2,10,295,0,0,0,1316,477,806,22,6,0,5,0,0,0,0
B11-15/S2-15,11,15,2,15,300,0,0,0,1316,855,461,0,0,0,0,0,0,0,0
B13-14/S2-7,13,14,2,7,291,0,0,0,1316,752,530,0,34,0,0,0,0,0,0
B13-16/S2-8,13,16,2,8,254,0,0,0,1316,890,418,5,0,0,3,0,0,0,0
B14-16/S2-11,14,16,2,11,277,0,0,0,1316,785,530,1,0,0,0,0,0,0,0
B15-16/S2-15,15,16,2,15,300,0,0,0,1316,870,446,0,0,0,0,0,0,0,0
B7-16/S1-5,7,16,1,5,232,0,0,0,1315,288,761,11,195,0,44,0,4,0,1
B8-15/S1-13,8,15,1,13,230,0,0,0,1315,503,812,0,0,0,0,0,0,0,0
B9-16/S2-7,9,16,2,7,258,0,0,0,1315,443,810,7,48,0,5,0,2,0,0
B10-15/S2-8,10,15,2,8,261,0,0,0,1315,412,650,106,42,0,101,0,1,0,0
B11/S2-12,11,11,2,12,288,0,0,0,1315,884,431,0,0,0,0,0,0,0,0
B11/S2-14,11,11,2,14,287,0,0,0,1315,887,428,0,0,0,0,0,0,0,0
B12-15/S1-5,12,15,1,5,209,0,0,0,1315,885,430,0,0,0,0,0,0,0,0
B12-15/S1-6,12,15,1,6,237,0,0,0,1315,1232,39,40,0,0,4,0,0,0,0
B12-15/S2-14,12,15,2,14,293,0,0,0,1315,885,430,0,0,0,0,0,0,0,0
B14-16/S2-16,14,16,2,16,285,0,0,0,1315,891,424,0,0,0,0,0,0,0,0
B8-14/S1-12,8,14,1,12,213,0,0,0,1314,461,829,0,24,0,0,0,0,0,0
B9-12/S2-6,9,12,2,6,284,0,0,0,1314,581,590,49,62,1,28,0,0,0,0
B11-14/S2-10,11,14,2,10,279,0,0,0,1314,680,601,12,10,1,9,0,1,0,0
B12/S2-15,12,12,2,15,264,0,0,0,1314,872,442,0,0,0,0,0,0,0,0
B14/S2-10,14,14,2,10,309,0,0,0,1314,863,422,22,0,0,7,0,0,0,0
B7-9/S1-9,7,9,1,9,231,0,0,0,1313,929,357,0,26,0,1,0,0,0,0
B7-16/S2-7,7,16,2,7,277,0,0,0,1313,120,1171,2,15,0,5,0,0,0,0
B8-9/S1-13,8,9,1,13,222,0,0,0,1313,907,406,0,0,0,0,0,0,0,0
B14-16/S2-12,14,16,2,12,293,0,0,0,1313,825,468,14,0,0,6,0,0,0,0
B7-8/S1-14,7,8,1,14,220,0,0,0,1312,1274,38,0,0,0,0,0,0,0,0
B10-14/S2-15,10,14,2,15,269,0,0,0,1312,784,528,0,0,0,0,0,0,0,0
B11-13/S2-15,11,13,2,15,290,0,0,0,1312,910,402,0,0,0,0,0,0,0,0
B11-15/S2-8,11,15,2,8,269,0,0,0,1312,757,499,26,14,1,14,0,1,0,0
B12-13/S2-14,12,13,2,14,308,0,0,0,1312,888,424,0,0,0,0,0,0,0,0
B12-15/S2-7,12,15,2,7,281,0,0,0,1312,656,623,3,28,0,2,0,0,0,0
B15/S2-16,15,15,2,16,279,0,0,0,1312,874,438,0,0,0,0,0,0,0,0
B15-16/S2-8,15,16,2,8,269,0,0,0,1312,863,449,0,0,0,0,0,0,0,0
B16/S2-14,16,16,2,14,284,0,0,0,1312,906,405,1,0,0,0,0,0,0,0
B7-12/S1-9,7,12,1,9,217,0,0,0,1311,337,919,0,53,0,2,0,0,0,0
B8-10/S1-11,8,10,1,11,232,0,0,0,1311,863,437,0,10,0,0,0,1,0,0
B9/S2-9,9,9,2,9,281,0,0,0,1311,808,489,0,12,0,2,0,0,0,0
B9-11/S2-13,9,11,2,13,283,0,0,0,1311,813,498,0,0,0,0,0,0,0,0
B9-14/S2-8,9,14,2,8,292,0,0,0,1311,388,825,20,45,0,31,0,0,0,0
B11-12/S2-13,11,12,2,13,287,0,0,0,1311,865,446,0,0,0,0,0,0,0,0
B12/S1-6,12,12,1,6,224,0,0,0,1311,1233,38,39,0,0,1,0,0,0,0
B13-14/S2-13,13,14,2,13,272,0,0,0,1311,828,483,0,0,0,0,0,0,0,0
B13-16/S2-9,13,16,2,9,303,0,0,0,1311,780,522,0,8,0,1,0,0,0,0
B14/S2-7,14,14,2,7,277,0,0,0,1311,664,615,1,31,0,0,0,0,0,0
B14/S2-12,14,14,2,12,288,0,0,0,1311,792,495,19,1,0,4,0,0,0,0
B16/S2-15,16,16,2,15,269,0,0,0,1311,869,442,0,0,0,0,0,0,0,0
B7/S2-6,7,7,2,6,252,0,0,0,1310,780,416,37,60,4,9,1,2,0,0
B7-8/S1-9,7,8,1,9,231,0,0,0,1310,952,350,0,8,0,0,0,0,0,0
B7-15/S1-12,7,15,1,12,218,0,0,0,1310,461,849,0,0,0,0,0,0,0,0
B8-12/S2-7,8,12,2,7,307,0,0,0,1310,133,1035,9,91,9,26,0,0,0,6
B9-15/S2-14,9,15,2,14,266,0,0,0,1310,791,519,0,0,0,0,0,0,0,0
B10-12/S2-14,10,12,2,14,300,0,0,0,1310,888,422,0,0,0,0,0,0,0,0
B10-14/S2-14,10,14,2,14,273,0,0,0,1310,797,513,0,0,0,0,0,0,0,0
B10-16/S2-16,10,16,2,16,297,0,0,0,1310,943,367,0,0,0,0,0,0,0,0
B11/S2-6,11,11,2,6,258,0,0,0,1310,850,451,4,2,0,2,0,0,0,0
B11-12/S2-10,11,12,2,10,277,0,0,0,1310,716,558,13,16,0,5,0,1,0,0
B11-15/S2-7,11,15,2,7,254,0,0,0,1310,711,572,0,24,0,3,0,0,0,0
B12-13/S2-12,12,13,2,12,277,0,0,0,1310,840,461,4,5,0,0,0,0,0,0
B15/S2-14,15,15,2,14,288,0,0,0,1310,883,427,0,0,0,0,0,0,0,0
B7-9/S1-14,7,9,1,14,224,0,0,0,1309,1155,154,0,0,0,0,0,0,0,0
B7-10/S1-10,7,10,1,10,216,0,0,0,1309,847,437,0,25,0,0,0,0,0,0
B8/S1-15,8,8,1,15,233,0,0,0,1309,1174,135,0,0,0,0,0,0,0,0
B8-13/S1-10,8,13,1,10,244,0,0,0,1309,402,859,0,48,0,0,0,0,0,0
B8-16/S1-11,8,16,1,11,201,0,0,0,1309,393,916,0,0,0,0,0,0,0,0
B9-14/S2-14,9,14,2,14,288,0,0,0,1309,786,523,0,0,0,0,0,0,0,0
B9-15/S2-10,9,15,2,10,288,0,0,0,1309,473,821,0,15,0,0,0,0,0,0
B10/S2-14,10,10,2,14,287,0,0,0,1309,903,406,0,0,0,0,0,0,0,0
B10-12/S2-11,10,12,2,11,280,0,0,0,1309,548,740,0,20,0,1,0,0,0,0
B10-12/S2-13,10,12,2,13,267,0,0,0,1309,765,544,0,0,0,0,0,0,0,0
B11-12/S2-11,11,12,2,11,290,0,0,0,1309,739,563,1,2,0,4,0,0,0,0
B12-13/S2-11,12,13,2,11,278,0,0,0,1309,683,613,4,5,0,4,0,0,0,0
B12-14/S2-15,12,14,2,15,296,0,0,0,1309,831,478,0,0,0,0,0,0,0,0
B12-16/S2-15,12,16,2,15,299,0,0,0,1309,815,494,0,0,0,0,0,0,0,0
B13-14/S2-15,13,14,2,15,300,0,0,0,1309,863,446,0,0,0,0,0,0,0,0
B14-15/S2-13,14,15,2,13,293,0,0,0,1309,828,481,0,0,0,0,0,0,0,0
B7-8/S1-10,7,8,1,10,239,0,0,0,1308,1254,54,0,0,0,0,0,0,0,0
B8-13/S2-6,8,13,2,6,290,0,0,0,1308,191,717,82,214,0,85,0,4,0,0
B8-15/S1-10,8,15,1,10,205,0,0,0,1308,386,922,0,0,0,0,0,0,0,0
B9-11/S2-15,9,11,2,15,292,0,0,0,1308,800,508,0,0,0,0,0,0,0,0
B13-16/S2-14,13,16,2,14,287,0,0,0,1308,888,420,0,0,0,0,0,0,0,0
B16/S2-6,16,16,2,6,272,0,0,0,1308,849,459,0,0,0,0,0,0,0,0
B7-9/S1-13,7,9,1,13,235,0,0,0,1307,848,459,0,0,0,0,0,0,0,0
B7-12/S1-10,7,12,1,10,204,0,0,0,1307,451,779,0,77,0,0,0,0,0,0
B9-12/S2-10,9,12,2,10,294,0,0,0,1307,537,740,0,28,0,0,0,1,0,1
B10/S2-16,10,10,2,16,273,0,0,0,1307,921,386,0,0,0,0,0,0,0,0
B10-16/S2-9,10,16,2,9,293,0,0,0,1307,401,851,12,9,0,32,0,0,0,1
B14/S2-11,14,14,2,11,305,0,0,0,1307,826,477,2,2,0,0,0,0,0,0
B15-16/S2-6,15,16,2,6,268,0,0,0,1307,831,475,0,1,0,0,0,0,0,0
B7-11/S1-10,7,11,1,10,216,0,0,0,1306,748,494,0,63,0,1,0,0,0,0
B7-11/S1-14,7,11,1,14,228,0,0,0,1306,1061,245,0,0,0,0,0,0,0,0
B8-11/S1-15,8,11,1,15,198,0,0,0,1306,800,506,0,0,0,0,0,0,0,0
B8-13/S2-7,8,13,2,7,274,0,0,0,1306,141,1097,9,31,1,23,0,2,0,1
B9/S1-5,9,9,1,5,234,0,0,0,1306,839,449,5,7,0,6,0,0,0,0
B9-14/S1-5,9,14,1,5,233,0,0,0,1306,794,454,9,41,0,6,0,1,0,0
B9-14/S2-11,9,14,2,11,286,0,0,0,1306,466,821,0,19,0,0,0,0,0,0
B10-11/S2-9,10,11,2,9,298,0,0,0,1306,436,800,22,20,1,24,1,1,1,0
B10-12/S2-6,10,12,2,6,288,0,0,0,1306,576,478,112,79,0,54,0,0,0,0
B10-14/S2-16,10,14,2,16,284,0,0,0,1306,892,414,0,0,0,0,0,0,0,0
B10-16/S2-14,10,16,2,14,303,0,0,0,1306,622,684,0,0,0,0,0,0,0,0
B10-16/S2-15,10,16,2,15,289,0,0,0,1306,685,621,0,0,0,0,0,0,0,0
B11-16/S2-14,11,16,2,14,305,0,0,0,1306,822,484,0,0,0,0,0,0,0,0
B8-9/S2-6,8,9,2,6,299,0,0,0,1305,211,618,88,242,4,94,2,13,2,6
B9/S2-10,9,9,2,10,293,0,0,0,1305,904,401,0,0,0,0,0,0,0,0
B9-10/S2-16,9,10,2,16,277,0,0,0,1305,927,378,0,0,0,0,0,0,0,0
B11-13/S2-6,11,13,2,6,286,0,0,0,1305,805,471,16,8,0,5,0,0,0,0
B7/S2-10,7,7,2,10,278,0,0,0,1304,981,323,0,0,0,0,0,0,0,0
B7-9/S0-1,7,9,0,1,70,0,0,0,1304,643,661,0,0,0,0,0,0,0,0
B8-9/S2-7,8,9,2,7,296,0,0,0,1304,206,927,20,106,0,38,0,3,0,2
B8-11/S1-11,8,11,1,11,234,0,0,0,1304,868,408,0,28,0,0,0,0,0,0
B8-13/S1-5,8,13,1,5,231,0,0,0,1304,486,675,55,25,1,60,0,0,1,0
B8-13/S1-12,8,13,1,12,212,0,0,0,1304,749,528,0,27,0,0,0,0,0,0
B8-14/S1-5,8,14,1,5,232,0,0,0,1304,494,673,58,15,0,61,0,3,0,0
B8-16/S1-5,8,16,1,5,237,0,0,0,1304,486,673,80,12,0,52,0,0,0,0
B10-14/S2-9,10,14,2,9,312,0,0,0,1304,388,878,9,10,0,16,0,1,0,2
B12-13/S1-5,12,13,1,5,242,0,0,0,1304,872,432,0,0,0,0,0,0,0,0
B12-16/S2-7,12,16,2,7,284,0,0,0,1304,710,570,5,17,0,2,0,0,0,0
B15/S2-10,15,15,2,10,291,0,0,0,1304,879,425,0,0,0,0,0,0,0,0
B6/S1-6,6,6,1,6,211,0,2,0,1303,214,253,308,85,0,307,0,1,0,0
B9-11/S2-12,9,11,2,12,290,0,0,0,1303,914,389,0,0,0,0,0,0,0,0
B9-11/S2-14,9,11,2,14,272,0,0,0,1303,921,382,0,0,0,0,0,0,0,0
B9-15/S2-8,9,15,2,8,295,0,0,0,1303,395,819,17,45,0,21,0,2,0,1
B9-15/S2-16,9,15,2,16,297,0,0,0,1303,952,351,0,0,0,0,0,0,0,0
B10/S2-7,10,10,2,7,279,0,0,0,1303,498,711,31,34,1,20,0,2,0,1
B10-16/S2-6,10,16,2,6,285,0,0,0,1303,546,489,107,98,0,53,0,2,0,0
B11-14/S1-5,11,14,1,5,251,0,0,0,1303,907,392,1,2,0,1,0,0,0,0
B14-16/S2-8,14,16,2,8,302,0,0,0,1303,875,411,14,0,0,3,0,0,0,0
B16/S2-11,16,16,2,11,302,0,0,0,1303,838,464,0,1,0,0,0,0,0,0
B8-12/S1-12,8,12,1,12,219,0,0,0,1302,840,438,0,24,0,0,0,0,0,0
B9/S2-11,9,9,2,11,318,0,0,0,1302,888,412,0,2,0,0,0,0,0,0
B9-14/S2-10,9,14,2,10,286,0,0,0,1302,477,807,1,17,0,0,0,0,0,0
B10-11/S2-16,10,11,2,16,283,0,0,0,1302,899,403,0,0,0,0,0,0,0,0
B11-12/S2-9,11,12,2,9,292,0,0,0,1302,646,585,32,14,1,21,0,1,0,0
B12/S2-8,12,12,2,8,309,0,0,0,1302,722,447,90,6,2,33,0,1,1,0
B15/S2-8,15,15,2,8,284,0,0,0,1302,846,456,0,0,0,0,0,0,0,0
B16/S2-8,16,16,2,8,315,0,0,0,1302,881,420,1,0,0,0,0,0,0,0
B7-14/S1-13,7,14,1,13,222,0,0,0,1301,498,803,0,0,0,0,0,0,0,0
B8-16/S2-6,8,16,2,6,279,0,0,0,1301,167,696,92,214,0,94,0,5,0,1
B9-12/S2-16,9,12,2,16,280,0,0,0,1301,941,360,0,0,0,0,0,0,0,0
B10-11/S2-13,10,11,2,13,276,0,0,0,1301,791,509,0,1,0,0,0,0,0,0
B10-15/S2-9,10,15,2,9,297,0,0,0,1301,382,873,12,9,0,24,0,0,0,0
B10-16/S1-5,10,16,1,5,208,0,0,0,1301,831,445,21,0,0,4,0,0,0,0
B10-16/S2-7,10,16,2,7,292,0,0,0,1301,457,801,13,18,0,11,0,1,0,0
B10-16/S2-11,10,16,2,11,271,0,0,0,1301,493,804,0,4,0,0,0,0,0,0
B11-15/S2-16,11,15,2,16,296,0,0,0,1301,888,413,0,0,0,0,0,0,0,0
B12-14/S2-8,12,14,2,8,301,0,0,0,1301,714,463,84,5,0,35,0,0,0,0
B5/S2-5,5,5,2,5,317,0,0,0,1300,425,673,1,186,0,8,0,1,1,1
B7-11/S0-16,7,11,0,16,28,0,0,0,1300,1300,0,0,0,0,0,0,0,0,0
B8-11/S1-13,8,11,1,13,219,0,0,0,1300,797,502,0,1,0,0,0,0,0,0
B8-15/S2-9,8,15,2,9,283,0,0,0,1300,192,1105,0,3,0,0,0,0,0,0
B9-10/S2-8,9,10,2,8,291,0,0,0,1300,492,680,31,66,0,18,1,3,0,3
B10-12/S1-5,10,12,1,5,209,0,0,0,1300,854,417,21,0,0,8,0,0,0,0
B10-12/S2-12,10,12,2,12,293,0,0,0,1300,798,499,0,3,0,0,0,0,0,0
B10-13/S2-6,10,13,2,6,273,0,0,0,1300,570,486,95,93,1,46,0,1,0,0
B10-14/S2-8,10,14,2,8,293,0,0,0,1300,403,660,91,37,0,101,0,3,1,0
B7-9/S1-10,7,9,1,10,234,0,0,0,1299,1191,98,0,10,0,0,0,0,0,0
B7-12/S2-8,7,12,2,8,254,0,0,0,1299,164,1094,0,40,0,1,0,0,0,0
B8-14/S2-7,8,14,2,7,294,0,0,0,1299,129,1101,13,30,0,26,0,0,0,0
B9-10/S2-9,9,10,2,9,292,0,0,0,1299,484,791,3,17,0,3,0,1,0,0
B9-16/S1-5,9,16,1,5,233,0,0,0,1299,849,392,4,48,0,6,0,0,0,0
B9-16/S2-12,9,16,2,12,274,0,0,0,1299,572,727,0,0,0,0,0,0,0,0
B12-15/S2-11,12,15,2,11,296,0,0,0,1299,655,629,4,6,0,5,0,0,0,0
B15/S2-15,15,15,2,15,302,0,0,0,1299,900,399,0,0,0,0,0,0,0,0
B6-13/S1-4,6,13,1,4,197,0,36,0,1298,70,639,194,176,0,160,0,11,0,6
B7-12/S1-13,7,12,1,13,212,0,0,0,1298,780,518,0,0,0,0,0,0,0,0
B9-13/S2-14,9,13,2,14,309,0,0,0,1298,872,426,0,0,0,0,0,0,0,0
B10-13/S2-9,10,13,2,9,298,0,0,0,1298,383,853,16,22,2,21,0,1,0,0
B13-15/S2-11,13,15,2,11,265,0,0,0,1298,804,491,0,3,0,0,0,0,0,0
B15/S2-12,15,15,2,12,323,0,0,0,1298,870,428,0,0,0,0,0,0,0,0
B7/S2-8,7,7,2,8,277,0,0,0,1297,952,341,0,4,0,0,0,0,0,0
B7-13/S1-11,7,13,1,11,195,0,0,0,1297,470,788,0,39,0,0,0,0,0,0
B9/S2-6,9,9,2,6,269,0,0,0,1297,773,479,8,20,1,13,0,2,0,0
B9-15/S2-7,9,15,2,7,290,0,0,0,1297,423,805,4,53,0,10,0,1,0,0
B9-15/S2-13,9,15,2,13,304,0,0,0,1297,636,661,0,0,0,0,0,0,0,0
B12-14/S2-11,12,14,2,11,291,0,0,0,1297,642,641,5,3,1,4,0,0,0,1
B13-15/S2-10,13,15,2,10,313,0,0,0,1297,861,424,7,2,0,3,0,0,0,0
B7-11/S1-13,7,11,1,13,217,0,0,0,1296,783,513,0,0,0,0,0,0,0,0
B8-10/S1-14,8,10,1,14,227,0,0,0,1296,1180,116,0,0,0,0,0,0,0,0
B8-16/S2-7,8,16,2,7,307,0,0,0,1296,134,1090,18,22,0,32,0,0,0,0
B9-12/S2-7,9,12,2,7,303,0,0,0,1296,450,758,12,55,0,18,0,1,0,1
B10-11/S2-11,10,11,2,11,310,0,0,0,1296,741,536,0,17,0,2,0,0,0,0
B13-16/S2-16,13,16,2,16,286,0,0,0,1296,894,402,0,0,0,0,0,0,0,0
B14-15/S2-12,14,15,2,12,308,0,0,0,1296,807,472,11,0,0,6,0,0,0,0
B7-12/S2-7,7,12,2,7,266,0,0,0,1295,135,1075,4,77,1,3,0,0,0,0
B7-16/S1-15,7,16,1,15,205,0,0,0,1295,533,762,0,0,0,0,0,0,0,0
B8-10/S1-15,8,10,1,15,215,0,0,0,1295,872,423,0,0,0,0,0,0,0,0
B12-16/S1-5,12,16,1,5,217,0,0,0,1295,866,428,1,0,0,0,0,0,0,0
B7-8/S0-1,7,8,0,1,65,0,0,0,1294,631,662,1,0,0,0,0,0,0,0
B7-14/S2-6,7,14,2,6,292,0,0,0,1294,148,1006,22,93,0,21,0,2,0,0
B9-13/S2-9,9,13,2,9,291,0,0,0,1294,389,880,0,23,0,1,0,1,0,0
B10/S2-6,10,10,2,6,287,0,0,0,1294,551,477,126,69,3,46,0,4,1,2
B10/S2-10,10,10,2,10,290,0,0,0,1294,741,509,23,16,0,5,0,0,0,0
B10-15/S2-10,10,15,2,10,292,0,0,0,1294,484,773,9,14,0,14,0,0,0,0
B12-13/S2-8,12,13,2,8,305,0,0,0,1294,733,445,70,11,1,31,0,0,0,2
B8/S2-6,8,8,2,6,291,0,0,0,1293,200,515,144,217,15,119,3,9,2,11
B8-14/S1-14,8,14,1,14,229,0,0,0,1293,851,442,0,0,0,0,0,0,0,0
B9-12/S2-8,9,12,2,8,267,0,0,0,1293,396,787,14,71,0,23,0,0,0,0
B9-15/S1-5,9,15,1,5,237,0,0,0,1293,820,417,8,42,0,6,0,0,0,0
B11/S2-7,11,11,2,7,269,0,0,0,1293,683,576,0,31,0,3,0,0,0,0
B11-12/S1-5,11,12,1,5,225,0,0,0,1293,870,412,8,3,0,0,0,0,0,0
B14/S2-9,14,14,2,9,276,0,0,0,1293,802,487,0,4,0,0,0,0,0,0
B14-16/S1-5,14,16,1,5,208,0,0,0,1293,867,426,0,0,0,0,0,0,0,0
B15/S2-9,15,15,2,9,309,0,0,0,1293,809,473,0,11,0,0,0,0,0,0
B7-9/S2-6,7,9,2,6,299,0,0,0,1292,174,653,33,374,1,33,0,10,0,1
B8-10/S2-6,8,10,2,6,276,0,1,0,1292,179,635,88,244,4,84,1,13,1,9
B8-11/S2-10,8,11,2,10,277,0,0,0,1292,551,688,0,49,0,2,0,2,0,0
B9-11/S2-9,9,11,2,9,302,0,0,0,1292,495,746,1,46,0,2,0,1,0,1
B9-13/S2-12,9,13,2,12,305,0,0,0,1292,756,530,0,6,0,0,0,0,0,0
B9-14/S2-13,9,14,2,13,291,0,0,0,1292,639,653,0,0,0,0,0,0,0,0
B10-11/S2-12,10,11,2,12,287,0,0,0,1292,896,395,0,1,0,0,0,0,0,0
B11/S2-13,11,11,2,13,298,0,0,0,1292,884,408,0,0,0,0,0,0,0,0
B13/S1-5,13,13,1,5,229,0,0,0,1292,824,468,0,0,0,0,0,0,0,0
B13/S2-7,13,13,2,7,283,0,0,0,1292,683,581,0,28,0,0,0,0,0,0
B14-15/S2-16,14,15,2,16,310,0,0,0,1292,901,391,0,0,0,0,0,0,0,0
B7-8/S2-16,7,8,2,16,254,0,0,0,1291,1041,250,0,0,0,0,0,0,0,0
B7-14/S1-11,7,14,1,11,224,0,0,0,1291,400,891,0,0,0,0,0,0,0,0
B8-13/S1-13,8,13,1,13,216,0,0,0,1291,797,489,0,5,0,0,0,0,0,0
B8-16/S2-9,8,16,2,9,303,0,0,0,1291,166,1124,0,1,0,0,0,0,0,0
B9/S2-14,9,9,2,14,301,0,0,0,1291,907,384,0,0,0,0,0,0,0,0
B9-11/S2-7,9,11,2,7,276,0,0,0,1291,424,753,17,66,1,21,0,3,0,4
B9-11/S2-10,9,11,2,10,296,0,0,0,1291,735,535,1,19,0,0,0,0,0,0
B9-16/S2-14,9,16,2,14,302,0,0,0,1291,654,637,0,0,0,0,0,0,0,0
B11-14/S2-14,11,14,2,14,296,0,0,0,1291,874,417,0,0,0,0,0,0,0,0
B7/S2-15,7,7,2,15,285,0,0,0,1290,995,295,0,0,0,0,0,0,0,0
B7-10/S1-14,7,10,1,14,204,0,0,0,1290,1058,232,0,0,0,0,0,0,0,0
B8/S2-8,8,8,2,8,275,0,0,0,1290,636,521,64,49,1,16,0,1,0,0
B8-11/S2-9,8,11,2,9,276,0,0,0,1290,313,890,0,81,0,3,0,1,0,1
B9-11/S2-11,9,11,2,11,305,0,0,0,1290,747,536,0,7,0,0,0,0,0,0
B9-15/S2-15,9,15,2,15,281,0,0,0,1290,792,498,0,0,0,0,0,0,0,0
B9-16/S2-11,9,16,2,11,282,0,0,0,1290,446,839,0,5,0,0,0,0,0,0
B10/S1-5,10,10,1,5,222,0,0,0,1290,838,420,20,0,0,12,0,0,0,0
B10-11/S2-15,10,11,2,15,299,0,0,0,1290,794,496,0,0,0,0,0,0,0,0
B13/S2-6,13,13,2,6,278,0,0,0,1290,835,455,0,0,0,0,0,0,0,0
B13-15/S2-6,13,15,2,6,257,0,0,0,1290,846,444,0,0,0,0,0,0,0,0
B14-15/S1-5,14,15,1,5,232,0,0,0,1290,855,435,0,0,0,0,0,0,0,0
B7-11/S2-7,7,11,2,7,269,0,0,0,1289,129,999,1,154,0,4,0,1,0,0
B7-12/S0-1,7,12,0,1,75,0,0,0,1289,660,629,0,0,0,0,0,0,0,0
