Rule,B_min,B_max,S_min,S_max,Died,Exploded,Chaos,Unique_Gliders,Unique_Oscillators_Total,P1_Count,P2_Count,P3_Count,P4_Count,P5_Count,P6_Count,P7_Count,P8_Count,P9_Count,P10_Count
B4-6/S1-2,4,6,1,2,432,1129,23,34,58,0,30,8,4,0,14,0,2,0,0
B2/S3-4,2,2,3,4,75,1697,0,29,6,2,3,0,0,1,0,0,0,0,0
B3-4/S5-8,3,4,5,8,944,660,2,24,149,0,56,1,17,1,36,0,35,0,0
B4-7/S1-2,4,7,1,2,427,1094,107,24,65,0,40,6,3,0,11,0,4,0,0
B4-12/S1-2,4,12,1,2,352,1109,202,23,67,0,52,5,4,0,5,0,1,0,0
B2/S3,2,2,3,3,109,1582,0,22,7,4,3,0,0,0,0,0,0,0,0
B2/S3-6,2,2,3,6,82,1820,0,21,18,3,6,0,0,4,2,0,0,0,0
B2/S3-5,2,2,3,5,76,1763,0,21,10,2,2,0,1,5,0,0,0,0,0
B4-15/S1-2,4,15,1,2,342,1081,191,20,80,0,56,6,2,0,14,0,2,0,0
B4-14/S1-2,4,14,1,2,349,1110,177,19,82,0,56,4,4,0,14,0,3,0,0
B2/S4-6,2,2,4,6,75,1707,0,18,7,2,4,0,0,0,0,0,0,0,1
B4-10/S1-2,4,10,1,2,328,1118,183,17,83,0,66,7,0,0,6,0,4,0,0
B4-9/S1-2,4,9,1,2,345,1100,190,17,73,0,59,7,4,0,3,0,0,0,0
B2/S4-11,2,2,4,11,82,1709,0,17,13,0,7,0,1,0,2,0,0,0,3
B3-4/S5-9,3,4,5,9,921,651,0,16,209,0,65,1,15,0,66,0,51,0,0
B4-13/S1-2,4,13,1,2,336,1115,186,16,80,0,65,4,1,0,9,0,1,0,0
B4-16/S1-2,4,16,1,2,348,1081,187,16,79,0,60,2,1,0,13,0,3,0,0
B4-11/S1-2,4,11,1,2,340,1132,170,16,69,0,51,4,3,0,8,0,2,0,0
B2/S9-12,2,2,9,12,173,1252,0,16,18,5,12,0,1,0,0,0,0,0,0
B2/S5-13,2,2,5,13,90,1443,0,16,17,2,14,0,0,0,0,0,0,0,0
B2/S4-7,2,2,4,7,77,1735,0,16,9,1,6,0,0,0,2,0,0,0,0
B2/S4-9,2,2,4,9,71,1705,0,16,8,0,4,0,0,0,3,0,0,0,1
B2/S4-12,2,2,4,12,72,1704,0,15,13,0,7,0,0,0,2,0,0,0,1
B2/S5-14,2,2,5,14,86,1408,0,15,13,1,11,0,0,0,1,0,0,0,0
B2/S5-15,2,2,5,15,90,1411,0,15,12,2,9,0,1,0,0,0,0,0,0
B2/S8-9,2,2,8,9,176,1246,0,14,20,2,18,0,0,0,0,0,0,0,0
B2/S6-11,2,2,6,11,162,1288,0,14,19,5,14,0,0,0,0,0,0,0,0
B2/S9-16,2,2,9,16,181,1227,0,14,19,3,14,0,2,0,0,0,0,0,0
B2/S11-16,2,2,11,16,172,1252,0,14,18,4,13,0,1,0,0,0,0,0,0
B2/S7-15,2,2,7,15,157,1231,0,14,15,1,14,0,0,0,0,0,0,0,0
B2/S4-10,2,2,4,10,82,1702,0,14,14,1,5,0,0,0,3,0,0,0,3
B4-8/S1-2,4,8,1,2,335,1131,187,13,78,0,51,5,1,0,16,0,5,0,0
B2/S9-10,2,2,9,10,165,1250,0,13,23,5,16,0,2,0,0,0,0,0,0
B2/S10-13,2,2,10,13,187,1226,0,13,23,4,17,0,2,0,0,0,0,0,0
B2/S6-9,2,2,6,9,157,1273,0,13,22,4,18,0,0,0,0,0,0,0,0
B2/S6-16,2,2,6,16,162,1276,0,13,22,5,16,0,0,0,1,0,0,0,0
B2/S7-8,2,2,7,8,168,1239,0,13,22,3,19,0,0,0,0,0,0,0,0
B2/S9-14,2,2,9,14,169,1247,0,13,22,2,19,0,1,0,0,0,0,0,0
B2/S8-11,2,2,8,11,156,1268,0,13,21,3,17,0,1,0,0,0,0,0,0
B2/S9-13,2,2,9,13,156,1247,0,13,21,4,15,0,2,0,0,0,0,0,0
B2/S12-13,2,2,12,13,176,1214,0,13,20,4,15,0,1,0,0,0,0,0,0
B2/S6-7,2,2,6,7,189,1241,0,13,19,4,13,0,2,0,0,0,0,0,0
B2/S11-13,2,2,11,13,168,1253,0,13,19,2,16,0,1,0,0,0,0,0,0
B2/S7-13,2,2,7,13,171,1233,0,13,18,3,15,0,0,0,0,0,0,0,0
B2/S5-12,2,2,5,12,84,1383,0,13,17,3,11,0,0,0,2,0,0,0,1
B2/S7-9,2,2,7,9,167,1253,0,13,16,3,13,0,0,0,0,0,0,0,0
B2/S6-15,2,2,6,15,185,1258,0,13,15,4,11,0,0,0,0,0,0,0,0
B2/S4-15,2,2,4,15,78,1728,0,13,14,0,6,0,0,1,4,0,0,0,3
B2/S6-10,2,2,6,10,162,1257,0,13,14,2,12,0,0,0,0,0,0,0,0
B2/S4-13,2,2,4,13,84,1697,0,13,13,1,7,0,1,0,2,0,0,0,1
B4/S5-8,4,4,5,8,1375,15,9,12,250,1,223,0,2,0,19,0,0,0,5
B3/S2,3,3,2,2,588,27,6,12,54,22,4,13,13,0,0,0,0,0,0
B2/S14-16,2,2,14,16,157,1253,0,12,25,6,18,0,1,0,0,0,0,0,0
B2/S10-12,2,2,10,12,160,1271,0,12,23,4,17,0,2,0,0,0,0,0,0
B2/S10-16,2,2,10,16,187,1240,0,12,22,3,15,0,4,0,0,0,0,0,0
B2/S6-8,2,2,6,8,172,1289,0,12,21,4,17,0,0,0,0,0,0,0,0
B2/S7-16,2,2,7,16,177,1283,0,12,21,4,15,0,2,0,0,0,0,0,0
B2/S13-15,2,2,13,15,150,1264,0,12,21,3,18,0,0,0,0,0,0,0,0
B2/S4-14,2,2,4,14,69,1703,0,12,18,0,9,0,1,1,4,0,0,0,3
B2/S9-11,2,2,9,11,160,1252,0,12,18,3,13,0,2,0,0,0,0,0,0
B2/S11,2,2,11,11,183,1251,0,12,18,2,14,0,2,0,0,0,0,0,0
B2/S13,2,2,13,13,177,1278,0,12,18,5,11,0,2,0,0,0,0,0,0
B2/S10,2,2,10,10,142,1293,0,12,17,4,11,0,2,0,0,0,0,0,0
B2/S5-10,2,2,5,10,94,1405,0,12,16,2,13,0,0,0,1,0,0,0,0
B2/S5-11,2,2,5,11,95,1390,0,12,16,2,11,0,1,0,2,0,0,0,0
B2/S7-11,2,2,7,11,167,1239,0,12,16,2,14,0,0,0,0,0,0,0,0
B2/S8-15,2,2,8,15,158,1273,0,12,16,2,14,0,0,0,0,0,0,0,0
B2/S12-15,2,2,12,15,161,1252,0,12,16,2,13,0,1,0,0,0,0,0,0
B2/S6-12,2,2,6,12,185,1262,0,12,15,4,11,0,0,0,0,0,0,0,0
B2/S4-16,2,2,4,16,85,1710,0,12,14,0,6,0,1,0,4,0,0,0,2
B2/S5-8,2,2,5,8,99,1423,0,12,12,4,8,0,0,0,0,0,0,0,0
B2/S4-8,2,2,4,8,90,1721,0,12,7,0,3,0,1,0,1,0,0,0,2
B4-6/S0-2,4,6,0,2,106,1489,30,11,74,16,38,12,3,0,2,0,2,1,0
B2/S3-8,2,2,3,8,81,1775,0,11,38,1,17,0,0,5,11,0,0,0,3
B2/S11-15,2,2,11,15,165,1275,0,11,25,6,17,0,2,0,0,0,0,0,0
B2/S12-14,2,2,12,14,192,1234,0,11,24,3,17,0,4,0,0,0,0,0,0
B2/S10-14,2,2,10,14,183,1239,0,11,23,3,18,0,2,0,0,0,0,0,0
B2/S10-15,2,2,10,15,197,1208,0,11,23,3,17,0,3,0,0,0,0,0,0
B2/S8-14,2,2,8,14,170,1260,0,11,22,5,16,0,1,0,0,0,0,0,0
B2/S15-16,2,2,15,16,190,1236,0,11,21,3,17,0,1,0,0,0,0,0,0
B2/S16,2,2,16,16,172,1274,0,11,21,3,17,0,1,0,0,0,0,0,0
B2/S7-10,2,2,7,10,186,1255,0,11,20,2,16,0,2,0,0,0,0,0,0
B2/S8,2,2,8,8,166,1283,0,11,20,2,18,0,0,0,0,0,0,0,0
B2/S14-15,2,2,14,15,176,1247,0,11,20,6,14,0,0,0,0,0,0,0,0
B2/S10-11,2,2,10,11,154,1280,0,11,19,2,16,0,1,0,0,0,0,0,0
B2/S9,2,2,9,9,165,1237,0,11,18,4,13,0,1,0,0,0,0,0,0
B2/S9-15,2,2,9,15,165,1266,0,11,18,4,13,0,1,0,0,0,0,0,0
B2/S13-16,2,2,13,16,176,1224,0,11,18,3,14,0,1,0,0,0,0,0,0
B2/S5-16,2,2,5,16,96,1397,0,11,17,3,12,0,0,0,2,0,0,0,0
B2/S7,2,2,7,7,167,1277,0,11,17,3,11,0,3,0,0,0,0,0,0
B2/S8-12,2,2,8,12,169,1253,0,11,17,2,15,0,0,0,0,0,0,0,0
B2/S11-12,2,2,11,12,174,1245,0,11,17,3,14,0,0,0,0,0,0,0,0
B2/S6,2,2,6,6,165,1280,0,11,16,4,11,0,1,0,0,0,0,0,0
B2/S8-10,2,2,8,10,193,1241,0,11,16,1,15,0,0,0,0,0,0,0,0
B2/S13-14,2,2,13,14,156,1276,0,11,15,3,9,0,3,0,0,0,0,0,0
B2/S5-9,2,2,5,9,82,1405,0,11,14,2,11,0,0,0,1,0,0,0,0
B2/S6-14,2,2,6,14,151,1263,0,11,14,2,11,0,1,0,0,0,0,0,0
B2/S6-13,2,2,6,13,158,1284,0,11,13,2,11,0,0,0,0,0,0,0,0
B2/S4,2,2,4,4,68,1638,0,11,5,1,4,0,0,0,0,0,0,0,0
B3-5/S5-6,3,5,5,6,558,1156,0,10,81,0,66,2,9,0,1,0,0,0,0
B4-7/S0-2,4,7,0,2,73,1528,23,10,70,14,43,6,1,0,2,0,3,0,0
B5-6/S5-7,5,6,5,7,1559,277,0,10,35,2,10,0,7,0,0,0,8,0,8
B2/S3-7,2,2,3,7,66,1795,0,10,27,0,15,0,1,4,6,0,0,0,1
B2/S14,2,2,14,14,172,1262,0,10,26,5,20,0,1,0,0,0,0,0,0
B2/S12,2,2,12,12,165,1227,0,10,22,4,16,0,2,0,0,0,0,0,0
B2/S7-12,2,2,7,12,185,1260,0,10,21,4,16,0,1,0,0,0,0,0,0
B2/S8-16,2,2,8,16,159,1284,0,10,21,4,17,0,0,0,0,0,0,0,0
B2/S12-16,2,2,12,16,169,1238,0,10,21,3,16,0,2,0,0,0,0,0,0
B2/S15,2,2,15,15,185,1239,0,10,21,5,14,0,2,0,0,0,0,0,0
B2/S7-14,2,2,7,14,180,1238,0,10,20,4,15,0,1,0,0,0,0,0,0
B2/S11-14,2,2,11,14,149,1308,0,10,20,4,16,0,0,0,0,0,0,0,0
B2/S8-13,2,2,8,13,186,1238,0,10,18,3,15,0,0,0,0,0,0,0,0
B2/S5-7,2,2,5,7,123,1349,0,10,14,1,10,0,1,0,2,0,0,0,0
B2/S5-6,2,2,5,6,115,1344,0,10,10,4,6,0,0,0,0,0,0,0,0
B2/S5,2,2,5,5,131,1354,0,10,8,4,4,0,0,0,0,0,0,0,0
B2/S4-5,2,2,4,5,76,1638,0,10,3,0,3,0,0,0,0,0,0,0,0
B4-8/S0-2,4,8,0,2,87,1486,13,9,88,14,49,8,5,0,7,0,1,0,0
B3-7/S0,3,7,0,0,49,1681,0,9,44,25,7,6,0,0,6,0,0,0,0
B3-16/S0,3,16,0,0,52,1716,0,9,42,28,4,5,0,0,5,0,0,0,0
B3-13/S0,3,13,0,0,50,1713,0,9,29,16,4,5,0,0,4,0,0,0,0
B3-10/S0,3,10,0,0,36,1726,0,8,41,26,3,7,0,0,5,0,0,0,0
B3-11/S0,3,11,0,0,61,1722,0,8,37,19,5,6,0,0,7,0,0,0,0
B3-14/S0,3,14,0,0,47,1738,0,8,33,19,3,6,0,0,5,0,0,0,0
B4/S4-7,4,4,4,7,804,1009,0,8,11,0,10,0,0,0,1,0,0,0,0
B3/S4-7,3,3,4,7,831,774,24,7,206,27,29,0,33,0,24,0,9,0,5
B5/S6-10,5,5,6,10,1832,0,1,7,38,8,8,0,2,0,17,0,0,0,0
B3-12/S0,3,12,0,0,48,1744,0,7,32,17,5,3,0,0,7,0,0,0,0
B3-5/S4,3,5,4,4,606,1312,0,7,31,0,21,0,2,0,7,0,0,0,0
B3/S4-6,3,3,4,6,1088,355,9,6,207,35,44,0,24,0,16,0,8,0,2
B4-16/S0-2,4,16,0,2,74,1518,33,6,93,18,59,7,2,0,4,0,2,0,0
B4-15/S0-2,4,15,0,2,86,1494,34,6,91,16,53,5,7,0,7,0,2,0,0
B4-13/S0-2,4,13,0,2,80,1518,32,6,84,14,54,6,1,0,8,0,0,0,0
B3-8/S0,3,8,0,0,52,1697,0,6,40,27,4,5,0,0,3,0,1,0,0
B3-15/S0,3,15,0,0,55,1750,0,6,36,22,6,5,0,0,3,0,0,0,0
B3-9/S0,3,9,0,0,60,1713,0,6,31,19,4,5,0,0,3,0,0,0,0
B3-5/S1,3,5,1,1,664,1222,0,6,21,0,3,0,10,0,6,1,0,0,0
B3-5/S2,3,5,2,2,277,1704,0,6,1,0,0,0,1,0,0,0,0,0,0
B4-10/S0-2,4,10,0,2,68,1545,33,5,82,13,54,4,1,0,5,0,3,0,0
B4-14/S0-2,4,14,0,2,75,1514,32,5,81,11,51,10,3,0,3,0,2,0,0
B4/S1-2,4,4,1,2,570,1087,0,5,50,0,25,8,2,4,10,0,0,0,0
B3-4/S4-5,3,4,4,5,456,1449,0,5,24,0,13,0,10,0,1,0,0,0,0
B1/S9-10,1,1,9,10,59,1927,0,5,0,0,0,0,0,0,0,0,0,0,0
B1/S11-12,1,1,11,12,56,1923,0,5,0,0,0,0,0,0,0,0,0,0,0
B1/S11-13,1,1,11,13,60,1920,0,5,0,0,0,0,0,0,0,0,0,0,0
B1/S14,1,1,14,14,76,1898,0,5,0,0,0,0,0,0,0,0,0,0,0
B3/S4-8,3,3,4,8,745,883,7,4,214,46,34,0,24,0,26,0,11,0,1
B4-9/S0-2,4,9,0,2,72,1520,35,4,87,19,46,9,3,0,6,0,2,0,1
B3/S2-3,3,3,2,3,205,395,0,4,48,11,19,2,16,0,0,0,0,0,0
B3/S4-5,3,3,4,5,1841,8,0,4,39,8,11,0,4,0,6,0,9,0,0
B4-5/S2-3,4,5,2,3,482,1208,1,4,35,0,26,1,1,0,7,0,0,0,0
B4/S4-6,4,4,4,6,856,981,0,4,22,0,18,4,0,0,0,0,0,0,0
B1/S7,1,1,7,7,56,1912,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S7-8,1,1,7,8,68,1907,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S7-11,1,1,7,11,61,1915,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S7-14,1,1,7,14,55,1915,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S7-15,1,1,7,15,56,1915,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S7-16,1,1,7,16,56,1923,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S8-9,1,1,8,9,60,1919,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S8-10,1,1,8,10,66,1908,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S8-12,1,1,8,12,68,1901,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S8-13,1,1,8,13,54,1921,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S8-15,1,1,8,15,55,1927,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S9-11,1,1,9,11,53,1922,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S9-13,1,1,9,13,75,1901,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S10,1,1,10,10,52,1927,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S10-16,1,1,10,16,54,1927,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S11-15,1,1,11,15,60,1918,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S12-14,1,1,12,14,51,1926,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S13-14,1,1,13,14,66,1909,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S13-15,1,1,13,15,55,1920,0,4,0,0,0,0,0,0,0,0,0,0,0
B1/S16,1,1,16,16,71,1908,0,4,0,0,0,0,0,0,0,0,0,0,0
B5-7/S2-4,5,7,2,4,299,1204,0,3,130,23,64,18,10,0,12,0,0,0,0
B4/S2-3,4,4,2,3,1248,55,89,3,90,0,32,28,2,0,24,0,4,0,0
B4-12/S0-2,4,12,0,2,81,1524,20,3,88,18,51,9,1,0,6,0,1,0,0
B2/S3-13,2,2,3,13,93,1750,0,3,72,2,43,0,0,3,19,0,0,0,3
B3-5/S0,3,5,0,0,62,1598,0,3,63,59,4,0,0,0,0,0,0,0,0
B2/S3-15,2,2,3,15,68,1773,0,3,57,2,30,0,0,5,14,0,0,0,5
B2/S3-9,2,2,3,9,59,1793,0,3,53,1,22,0,6,3,17,0,0,0,2
B3-6/S0,3,6,0,0,72,1693,0,3,53,24,12,4,2,0,11,0,0,0,0
B5-14/S4-5,5,14,4,5,1288,179,200,3,39,0,34,0,0,0,4,0,0,0,0
B4-6/S3,4,6,3,3,1624,324,0,3,15,0,8,0,1,0,0,0,0,0,0
B1/S1,1,1,1,1,44,1952,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S7-9,1,1,7,9,66,1907,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S7-10,1,1,7,10,63,1916,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S7-12,1,1,7,12,59,1908,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S7-13,1,1,7,13,52,1925,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S8,1,1,8,8,60,1920,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S8-11,1,1,8,11,57,1919,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S8-16,1,1,8,16,57,1921,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S9-12,1,1,9,12,67,1917,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S9-15,1,1,9,15,54,1923,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S10-11,1,1,10,11,56,1923,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S10-12,1,1,10,12,78,1903,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S10-14,1,1,10,14,79,1896,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S10-15,1,1,10,15,56,1925,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S11,1,1,11,11,62,1908,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S11-14,1,1,11,14,59,1925,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S11-16,1,1,11,16,68,1916,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S12-13,1,1,12,13,63,1907,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S12-15,1,1,12,15,66,1913,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S13,1,1,13,13,54,1921,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S13-16,1,1,13,16,64,1919,0,3,0,0,0,0,0,0,0,0,0,0,0
B1/S15,1,1,15,15,59,1917,0,3,0,0,0,0,0,0,0,0,0,0,0
B3-4/S0,3,4,0,0,85,1156,12,2,266,262,0,0,3,0,0,1,0,0,0
B4/S0-2,4,4,0,2,41,1650,2,2,88,22,39,15,3,0,9,0,0,0,0
B4-11/S0-2,4,11,0,2,74,1552,30,2,85,14,50,10,3,0,2,0,3,0,0
B2/S3-12,2,2,3,12,65,1751,0,2,76,4,36,0,0,5,17,0,0,0,10
B2/S3-11,2,2,3,11,75,1767,0,2,62,1,36,0,0,4,12,0,0,0,9
B2/S3-10,2,2,3,10,78,1767,0,2,60,3,35,0,0,5,12,0,0,0,4
B5/S5-8,5,5,5,8,1725,33,14,2,57,11,42,0,2,0,0,0,0,0,0
B4-5/S6-9,4,5,6,9,1890,4,0,2,52,1,42,4,3,0,2,0,0,0,0
B1/S0-3,1,1,0,3,21,1857,0,2,44,44,0,0,0,0,0,0,0,0,0
B4/S3-5,4,4,3,5,444,1456,0,2,14,0,8,0,2,0,0,0,0,0,4
B2/S0,2,2,0,0,26,1851,0,2,5,2,3,0,0,0,0,0,0,0,0
B1/S8-14,1,1,8,14,67,1915,0,2,0,0,0,0,0,0,0,0,0,0,0
B1/S9,1,1,9,9,59,1912,0,2,0,0,0,0,0,0,0,0,0,0,0
B1/S9-14,1,1,9,14,58,1923,0,2,0,0,0,0,0,0,0,0,0,0,0
B1/S9-16,1,1,9,16,51,1925,0,2,0,0,0,0,0,0,0,0,0,0,0
B1/S12,1,1,12,12,61,1922,0,2,0,0,0,0,0,0,0,0,0,0,0
B1/S12-16,1,1,12,16,70,1916,0,2,0,0,0,0,0,0,0,0,0,0,0
B1/S14-15,1,1,14,15,73,1897,0,2,0,0,0,0,0,0,0,0,0,0,0
B1/S14-16,1,1,14,16,69,1902,0,2,0,0,0,0,0,0,0,0,0,0,0
B1/S15-16,1,1,15,16,62,1915,0,2,0,0,0,0,0,0,0,0,0,0,0
B3-6/S5,3,6,5,5,805,379,170,1,359,0,339,0,15,0,3,0,0,2,0
B4-5/S6-10,4,5,6,10,1725,3,0,1,186,1,145,0,7,0,4,0,0,0,22
B3-8/S5-7,3,8,5,7,437,1355,0,1,106,0,106,0,0,0,0,0,0,0,0
B3-14/S5-7,3,14,5,7,411,1368,0,1,104,0,104,0,0,0,0,0,0,0,0
B3-10/S5-7,3,10,5,7,428,1363,0,1,92,0,92,0,0,0,0,0,0,0,0
B3-11/S5-7,3,11,5,7,423,1370,0,1,91,0,91,0,0,0,0,0,0,0,0
B5-10/S4-5,5,10,4,5,1273,89,200,1,78,0,71,0,3,0,4,0,0,0,0
B4-5/S0-2,4,5,0,2,39,1568,12,1,68,26,28,14,0,0,0,0,0,0,0
B6/S6-12,6,6,6,12,1782,46,2,1,63,11,47,0,0,0,0,0,0,0,0
B2/S3-16,2,2,3,16,77,1756,0,1,61,1,36,0,0,5,12,0,0,0,3
B5-11/S4-5,5,11,4,5,1293,155,187,1,60,0,53,0,0,0,4,0,0,0,0
B5/S5-9,5,5,5,9,1582,244,1,1,54,6,31,1,9,0,5,0,0,0,0
B5-6/S6-9,5,6,6,9,1865,33,0,1,51,1,49,1,0,0,0,0,0,0,0
B6-7/S6-12,6,7,6,12,1690,175,0,1,51,1,47,0,0,0,0,0,0,0,3
B5-13/S4-5,5,13,4,5,1311,164,189,1,47,0,42,0,0,0,4,0,0,0,0
B4-5/S1-2,4,5,1,2,1001,619,68,1,45,0,28,9,0,0,8,0,0,0,0
B1/S0-2,1,1,0,2,29,1877,0,1,34,33,1,0,0,0,0,0,0,0,0
B4-5/S5-9,4,5,5,9,994,915,0,1,23,1,22,0,0,0,0,0,0,0,0
B1/S0-1,1,1,0,1,26,1898,0,1,14,14,0,0,0,0,0,0,0,0,0
B5-8/S5-6,5,8,5,6,1901,0,0,1,12,1,8,0,0,0,3,0,0,0,0
B1/S5-7,1,1,5,7,54,1941,0,1,0,0,0,0,0,0,0,0,0,0,0
B1/S10-13,1,1,10,13,57,1933,0,1,0,0,0,0,0,0,0,0,0,0,0
B9-13/S0-13,9,13,0,13,21,0,0,0,1718,1531,186,0,1,0,0,0,0,0,0
B11-16/S0-14,11,16,0,14,26,0,0,0,1716,1622,94,0,0,0,0,0,0,0,0
B8-10/S0-7,8,10,0,7,32,0,0,0,1714,457,910,66,172,18,57,0,10,0,10
B10-15/S0-16,10,15,0,16,18,0,0,0,1713,1713,0,0,0,0,0,0,0,0,0
B10-16/S0-15,10,16,0,15,27,0,0,0,1712,1325,387,0,0,0,0,0,0,0,0
B12/S0-8,12,12,0,8,18,0,0,0,1712,1497,68,128,6,1,12,0,0,0,0
B12/S0-11,12,12,0,11,21,0,0,0,1712,1423,276,10,1,0,2,0,0,0,0
B10/S0-9,10,10,0,9,26,0,0,0,1711,1041,576,55,12,0,26,0,0,0,1
B10-15/S0-10,10,15,0,10,16,0,0,0,1711,1123,547,24,6,0,9,0,2,0,0
B7/S0-15,7,7,0,15,24,0,0,0,1709,1678,31,0,0,0,0,0,0,0,0
B13-15/S0-9,13,15,0,9,19,0,0,0,1709,1596,113,0,0,0,0,0,0,0,0
B13-15/S0-11,13,15,0,11,21,0,0,0,1708,1619,89,0,0,0,0,0,0,0,0
B11-12/S0-14,11,12,0,14,21,0,0,0,1707,1704,3,0,0,0,0,0,0,0,0
B9-11/S0-11,9,11,0,11,24,0,0,0,1705,1482,216,0,6,0,1,0,0,0,0
B9-12/S0-9,9,12,0,9,20,0,0,0,1705,965,681,2,48,1,4,0,2,0,2
B11-16/S0-12,11,16,0,12,16,0,0,0,1705,1520,185,0,0,0,0,0,0,0,0
B13-14/S0-9,13,14,0,9,24,0,0,0,1705,1583,118,3,0,0,1,0,0,0,0
B12-14/S0-9,12,14,0,9,25,0,0,0,1703,1400,283,7,0,3,9,0,0,0,1
B14-16/S0-16,14,16,0,16,30,0,0,0,1703,1703,0,0,0,0,0,0,0,0,0
B10-12/S0-12,10,12,0,12,23,0,0,0,1702,1506,187,0,8,0,1,0,0,0,0
B11-12/S0-7,11,12,0,7,27,0,0,0,1702,1397,265,25,1,4,8,0,0,0,0
B11-14/S0-12,11,14,0,12,26,0,0,0,1702,1533,168,1,0,0,0,0,0,0,0
B9-10/S0-13,9,10,0,13,23,0,0,0,1701,1563,138,0,0,0,0,0,0,0,0
B13-16/S0-8,13,16,0,8,24,0,0,0,1701,1653,35,11,1,0,1,0,0,0,0
B16/S0-16,16,16,0,16,27,0,0,0,1701,1701,0,0,0,0,0,0,0,0,0
B9-10/S0-9,9,10,0,9,28,0,0,0,1699,1097,569,5,22,0,4,0,1,0,0
B10-13/S0-9,10,13,0,9,26,0,0,0,1699,945,685,23,11,1,32,0,0,0,1
B13-16/S0-16,13,16,0,16,19,0,0,0,1699,1699,0,0,0,0,0,0,0,0,0
B14/S0-13,14,14,0,13,26,0,0,0,1699,1629,70,0,0,0,0,0,0,0,0
B11-12/S0-10,11,12,0,10,28,0,0,0,1698,1442,217,16,15,0,6,0,2,0,0
B12/S0-15,12,12,0,15,30,0,0,0,1697,1684,13,0,0,0,0,0,0,0,0
B13-16/S0-12,13,16,0,12,20,0,0,0,1696,1628,64,4,0,0,0,0,0,0,0
B9-12/S0-12,9,12,0,12,26,0,0,0,1695,1531,159,0,5,0,0,0,0,0,0
B9-15/S0-11,9,15,0,11,23,0,0,0,1695,1081,609,0,5,0,0,0,0,0,0
B12/S0-14,12,12,0,14,27,0,0,0,1695,1695,0,0,0,0,0,0,0,0,0
B13-15/S0-12,13,15,0,12,21,0,0,0,1695,1610,79,4,1,0,1,0,0,0,0
B14-16/S0-13,14,16,0,13,30,0,0,0,1695,1606,89,0,0,0,0,0,0,0,0
B8-16/S0-6,8,16,0,6,27,0,0,0,1694,495,763,222,35,0,165,0,4,1,0
B9-14/S0-11,9,14,0,11,18,0,0,0,1694,1087,592,0,15,0,0,0,0,0,0
B10-12/S0-14,10,12,0,14,24,0,0,0,1694,1667,27,0,0,0,0,0,0,0,0
B14/S0-14,14,14,0,14,27,0,0,0,1694,1692,2,0,0,0,0,0,0,0,0
B15-16/S0-11,15,16,0,11,31,0,0,0,1694,1658,36,0,0,0,0,0,0,0,0
B11-13/S0-9,11,13,0,9,25,0,0,0,1693,1394,285,5,6,0,2,0,1,0,0
B11-16/S0-10,11,16,0,10,27,0,0,0,1693,1363,308,16,0,0,5,0,0,0,1
B13-14/S0-16,13,14,0,16,31,0,0,0,1693,1693,0,0,0,0,0,0,0,0,0
B13-15/S0-14,13,15,0,14,28,0,0,0,1693,1692,1,0,0,0,0,0,0,0,0
B14/S0-11,14,14,0,11,32,0,0,0,1693,1602,89,1,0,0,1,0,0,0,0
